pid,price,name,brand
0.0,0.21015801354401803,0.3777777777777777,0.0
1.0,0.0600451467268623,0.4,0.2444444444444444
2.0,0.5972911963882618,0.2888888888888888,0.2666666666666666
3.0,0.09954853273137695,0.2888888888888888,0.1777777777777777
4.0,0.481941309255079,0.4666666666666667,0.2222222222222222
5.0,0.6446952595936795,0.2444444444444444,0.8
6.0,0.328668171557562,0.6666666666666666,0.0
7.0,0.25124153498871327,0.4444444444444444,0.4444444444444444
8.0,0.19751693002257334,0.0,0.4222222222222222
9.0,0.30812641083521447,0.2222222222222222,0.5777777777777777
10.0,0.39187358916478554,0.2,0.7111111111111111
11.0,0.3413092550790068,0.3333333333333333,0.3777777777777777
12.0,0.00790067720090292,0.3333333333333333,0.2222222222222222
13.0,0.1358916478555304,0.6666666666666666,0.2222222222222222
14.0,0.5783295711060948,0.7111111111111111,0.5111111111111111
15.0,0.5246049661399548,0.0,0.2444444444444444
16.0,0.6431151241534989,0.3555555555555555,0.2444444444444444
17.0,0.2338600451467269,0.4,0.6444444444444445
18.0,0.6857787810383748,0.4222222222222222,0.4222222222222222
19.0,0.35711060948081264,0.7111111111111111,0.6444444444444445
20.0,0.35237020316027085,0.5333333333333333,0.3777777777777777
21.0,0.28916478555304737,0.5333333333333333,0.4222222222222222
22.0,0.1611738148984198,0.5111111111111111,0.5777777777777777
23.0,0.3476297968397291,0.4222222222222222,0.2444444444444444
24.0,0.07742663656884871,0.4,0.6444444444444445
25.0,0.562528216704289,0.2222222222222222,0.2
26.0,0.35237020316027085,0.7111111111111111,0.0
27.0,0.40293453724604966,0.8444444444444444,0.4222222222222222
28.0,0.5972911963882618,0.3777777777777777,0.6444444444444445
29.0,0.309706546275395,0.5111111111111111,0.2444444444444444
30.0,0.6541760722347629,0.1777777777777777,0.5777777777777777
31.0,0.24492099322799094,0.2222222222222222,0.4444444444444444
32.0,0.45191873589164794,0.6222222222222222,0.8
33.0,0.022121896162528187,0.6888888888888889,0.3777777777777777
34.0,0.662076749435666,0.2222222222222222,0.2222222222222222
35.0,0.23544018058690744,0.8,0.2444444444444444
36.0,0.07900677200902934,0.5777777777777777,0.2444444444444444
37.0,0.1058690744920993,0.6,0.2
38.0,0.12957110609480807,0.2444444444444444,0.6888888888888889
39.0,0.5830699774266366,0.3333333333333333,0.6888888888888889
40.0,0.657336343115124,0.4888888888888889,0.6888888888888889
41.0,0.46455981941309255,0.3555555555555555,0.2444444444444444
42.0,0.0679458239277652,0.3555555555555555,0.2222222222222222
43.0,0.40767494356659145,0.5333333333333333,0.4222222222222222
44.0,0.33024830699774266,0.2222222222222222,0.0
45.0,0.3760722347629797,0.2,0.5333333333333333
46.0,0.35711060948081264,0.3333333333333333,0.5333333333333333
47.0,0.14695259593679455,0.2222222222222222,0.4222222222222222
48.0,0.27020316027088037,0.4,0.6444444444444445
49.0,0.6004514672686231,0.4888888888888889,0.4
50.0,0.1437923250564334,0.4666666666666667,0.4222222222222222
51.0,0.0,0.4222222222222222,0.8
52.0,0.5972911963882618,0.2444444444444444,0.4222222222222222
53.0,0.31918735891647854,0.2444444444444444,0.7333333333333333
54.0,0.6320541760722347,0.3111111111111111,0.3555555555555555
55.0,0.2844243792325056,0.3777777777777777,0.3555555555555555
56.0,0.07110609480812635,0.3555555555555555,0.4
57.0,0.6004514672686231,0.9555555555555556,0.4
58.0,0.19435665914221215,0.4666666666666667,0.6444444444444445
59.0,0.5656884875846501,0.5333333333333333,0.4
60.0,0.5941309255079007,0.4888888888888889,0.5777777777777777
61.0,0.4803611738148984,0.6888888888888889,0.3111111111111111
62.0,0.2085778781038375,0.4888888888888889,0.0
63.0,0.08848758465011283,0.4222222222222222,0.3111111111111111
64.0,0.1990970654627539,0.3777777777777777,0.2444444444444444
65.0,0.3776523702031603,0.2222222222222222,0.2222222222222222
66.0,0.25124153498871327,0.7333333333333333,0.0
67.0,0.5609480812641083,0.5333333333333333,0.4222222222222222
68.0,0.6383747178329571,0.4666666666666667,0.4
69.0,0.6367945823927765,0.5333333333333333,0.6888888888888889
70.0,0.5072234762979684,0.2444444444444444,0.2222222222222222
71.0,0.3492099322799097,0.7111111111111111,0.2444444444444444
72.0,0.6225733634311512,0.4888888888888889,0.4444444444444444
73.0,0.38555304740406326,0.7333333333333333,0.0
74.0,0.42031602708803606,0.3777777777777777,0.6888888888888889
75.0,0.4282167042889391,0.6444444444444445,0.2222222222222222
76.0,0.6431151241534989,0.2666666666666666,0.4444444444444444
77.0,0.665237020316027,0.4222222222222222,0.4444444444444444
78.0,0.6525959367945825,0.4666666666666667,0.4222222222222222
79.0,0.6525959367945825,0.4666666666666667,0.2
80.0,0.16275395033860046,0.1777777777777777,0.4222222222222222
81.0,0.2670428893905191,0.2222222222222222,0.2444444444444444
82.0,0.5119638826185102,0.2222222222222222,0.3777777777777777
83.0,0.5641083521444695,0.2666666666666666,0.3777777777777777
84.0,0.21647855530474042,0.3777777777777777,0.4
85.0,0.5388261851015801,0.5777777777777777,0.3777777777777777
86.0,0.22121896162528215,0.4666666666666667,0.4
87.0,0.4724604966139955,0.4666666666666667,0.0
88.0,0.14853273137697512,0.3777777777777777,0.0
89.0,0.07900677200902934,0.7333333333333333,0.2444444444444444
90.0,0.21015801354401803,0.4888888888888889,0.4222222222222222
91.0,0.455079006772009,0.5111111111111111,0.4
92.0,0.6889390519187358,0.3111111111111111,0.7111111111111111
93.0,0.6683972911963884,0.6444444444444445,0.4444444444444444
94.0,0.4345372460496614,0.6444444444444445,0.4222222222222222
95.0,0.04266365688487581,0.3777777777777777,0.4222222222222222
96.0,0.6431151241534989,0.9555555555555556,0.1555555555555555
97.0,0.40767494356659145,0.3555555555555555,0.1555555555555555
98.0,0.12167042889390516,0.5333333333333333,0.7333333333333333
99.0,0.2670428893905191,0.8888888888888888,0.2222222222222222
100.0,0.06636568848758465,0.7333333333333333,0.2222222222222222
101.0,0.21331828442437922,0.6222222222222222,0.4444444444444444
102.0,0.43295711060948083,0.4444444444444444,0.2222222222222222
103.0,0.33340857787810385,0.3333333333333333,0.2222222222222222
104.0,0.2733634311512415,0.2444444444444444,0.0
105.0,0.20067720090293456,0.4444444444444444,0.0
106.0,0.07268623024830699,0.2,0.6444444444444445
107.0,0.38397291196388267,0.5555555555555556,0.4222222222222222
108.0,0.5246049661399548,0.4222222222222222,0.0
109.0,0.17381489841986453,0.2,0.2222222222222222
110.0,0.5151241534988713,0.4222222222222222,0.0
111.0,0.02686230248306997,0.4888888888888889,0.4
112.0,0.28600451467268617,0.3777777777777777,0.4222222222222222
113.0,0.6604966139954853,0.4666666666666667,0.4
114.0,0.16275395033860046,0.3777777777777777,0.2222222222222222
115.0,0.5103837471783296,0.4444444444444444,0.2444444444444444
116.0,0.42979683972911964,0.4,0.4222222222222222
117.0,0.7,0.4666666666666667,0.0
118.0,0.11376975169300223,0.5333333333333333,0.0
119.0,0.6020316027088036,0.4666666666666667,0.3777777777777777
120.0,0.6841986455981941,0.4888888888888889,0.4222222222222222
121.0,0.3792325056433409,0.3333333333333333,0.4222222222222222
122.0,0.409255079006772,0.3777777777777777,0.4444444444444444
123.0,0.5435665914221219,0.3111111111111111,0.3111111111111111
124.0,0.24650112866817148,0.6222222222222222,0.4666666666666667
125.0,0.481941309255079,0.2666666666666666,0.2444444444444444
126.0,0.03002257336343111,0.3111111111111111,0.0
127.0,0.40767494356659145,0.2444444444444444,0.0
128.0,0.02686230248306997,0.7111111111111111,0.4
129.0,0.49300225733634306,0.4444444444444444,0.4444444444444444
130.0,0.22753950338600445,0.2222222222222222,0.1555555555555555
131.0,0.1437923250564334,0.5777777777777777,0.0
132.0,0.546726862302483,0.5333333333333333,0.5111111111111111
133.0,0.6478555304740405,0.6666666666666666,0.8
134.0,0.10112866817155752,0.7777777777777778,0.4
135.0,0.20225733634311505,0.4888888888888889,0.0
136.0,0.6731376975169299,0.6444444444444445,0.4444444444444444
137.0,0.33340857787810385,0.4888888888888889,0.4444444444444444
138.0,0.1706546275395034,0.4888888888888889,0.0
139.0,0.0900677200902934,0.3555555555555555,0.6888888888888889
140.0,0.17855530474040632,0.4,0.2444444444444444
141.0,0.6841986455981941,0.2444444444444444,0.0
142.0,0.3049661399548533,0.6444444444444445,0.3777777777777777
143.0,0.044243792325056375,0.4888888888888889,0.1555555555555555
144.0,0.5799097065462754,0.4444444444444444,0.5111111111111111
145.0,0.5641083521444695,0.4,0.6444444444444445
146.0,0.14695259593679455,0.4888888888888889,0.3777777777777777
147.0,0.6920993227990971,0.4,0.2222222222222222
148.0,0.32392776523702027,0.4444444444444444,0.0
149.0,0.03792325056433403,0.3333333333333333,0.2444444444444444
150.0,0.0679458239277652,0.2444444444444444,0.0
